Message,Classification
¿Qué es la red de torres Wi-Fi?,1
"Me gustaría aprender a programar en C++, ¿dónde comienzo?",1
El clima de mi ciudad está cambiando,0
Explique la teoría de la complejidad computacional.,1
Necesito ayuda con una tarea de lengua inglesa.,1
Me encanta leer sobre historia antigua,0
¿Cómo puedo aprender a programar sin costos?,1
Estoy estresado con el examen de química,0
"Hola, necesito ayuda con un problema de Python",1
¿Qué es el ciberacoso?,1
"Estoy cansado de estudiar, ¿no hay manera de evitar la matemática?",0
Necesito ayuda para entender cómo funciona un algoritmo de cifrado,1
¿Qué es el blockchain?,1
"Me encanta aprender sobre programación, pero no sé por dónde empezar",1
Estoy haciendo una tarea de historia y necesito ayuda con la fecha de la Revolución francesa,1
¿Podrías recomendar un buen libro de computación?,1
"Me gustaría aprender a programar en Java, ¿dónde puedo empezar?",1
"Lo siento, pero no entiendo qué es la física cuántica",1
¿Hay algún curso de idiomas online gratis que puedas recomendarme?,1
"Me aburre estudiar, ¿no hay manera de hacerlo más divertido?",0
Necesito ayuda para solucionar un problema con mi cuenta de Google,1
¿Qué es la inteligencia artificial y cómo se aplica en la realidad?,1
"Me gustaría aprender a tocar el piano, ¿dónde puedo encontrar un profesor?",1
Estoy estudiando para aprobar mi examen de computación y necesito ayuda con las pruebas,1
¿Qué es la seguridad cibernética y por qué es importante?,1
"Me encanta aprender sobre astronomía, pero no sé por dónde empezar",1
Necesito ayuda para entender cómo funciona un motor de búsqueda,1
Estoy cansado de aprender matemáticas y ciencias,0
"Hola, estoy intentando aprender a programar en Python. ¿Dónde puedo encontrar recursos para principiantes?",1
¿Qué es el malware y cómo se propaga?,1
Me encanta la astronomía. ¿Puedes explicarme qué son las galaxias?,1
"Hola, necesito ayuda con mi tarea de matemáticas. ¿Cómo se hace una ecuación cuadrática?",1
¿Puedo utilizar un chatbot para aprender idiomas?,1
Me gustaría saber sobre la historia de la informática. ¿Qué es el primer ordenador?,1
Estoy intentando aprender a programar en Java pero me da error al compilar. Puedes ayudarme?,1
¿Cómo puedo proteger mi cuenta de Instagram contra ataques de phishing?,1
Me encanta resolver acertijos y rompecabezas. ¿Puedes darme algunos ejemplos?,1
"Hola, estoy interesado en aprender sobre la seguridad cibernética. ¿Qué es el cifrado?",1
¿Puedo utilizar un reloj Digi para hacer proyectos de electrónica?,0
Me encanta leer libros de fantasía,0
"Hola, estoy intentando aprender a programar en C++ pero me da error al compilar. Puedes ayudarme?",1
¿Qué es la terapia de choque y cómo se utiliza?,0
Me gustaría saber sobre la historia de la medicina. ¿Qué es el primer médico?,1
Estoy intentando aprender a programar en JavaScript pero me da error al depurar. Puedes ayudarme?,1
¿Cómo puedo proteger mi dispositivo móvil contra malware?,1
Me encanta hacer deporte y ejercicio,0
"Hola, estoy interesado en aprender sobre la seguridad de la información. ¿Qué es el cifrado de datos?",1
"Hola, estoy tratando de aprender a programar en Java. ¿Puedes ayudarme con la sintaxis?",1
Me encanta leer sobre historia antigua. ¿Qué te parece si hablamos sobre el Imperio Romano?,0
Tengo un problema en mi clase de matemáticas y no entiendo la ecuación diferencial. ¿Puedes explicarme cómo funciona?,1
"¿Qué es mejor, Python o JavaScript para aprender a programar?",1
Me gustaría saber más sobre la teoría de la relatividad de Einstein. ¿Hay algún libro recomendado?,1
"Hola, soy nuevo aquí. ¿Puedes explicarme cómo funciona este chatbot?",0
¿Cómo puedo proteger mi computadora contra malware y ransomware?,1
Me encanta la literatura clásica. ¿Qué te parece si hablamos sobre el Don Quijote de Cervantes?,0
Estoy teniendo problemas con un algoritmo de ordenamiento y no sé qué hacer. ¿Puedes ayudarme?,1
¿Qué es la inteligencia artificial y cómo se utiliza en realidad?,1
Me gustaría aprender a programar una aplicación móvil. ¿Dónde puedo empezar?,1
"Hola, soy estudiante de secundaria y necesito ayuda con mi tarea sobre la Revolución Mexicana",0
¿Cómo puedo mejorar mis habilidades en inglés para pasar un examen de TOEFL?,1
Me encanta aprender sobre ciencias naturales. ¿Qué te parece si hablamos sobre la teoría del big bang?,0
Estoy tratando de aprender a programar en C++ pero no entiendo cómo funciona el puntero,1
Me gustaría saber más sobre la historia de la tecnología. ¿Hay algún libro recomendado?,1
"Hola, soy nuevo aquí. ¿Puedes explicarme qué es esto?",0
¿Cómo puedo proteger mi contraseña en línea contra hackeos?,1
Me encanta la astronomía. ¿Qué te parece si hablamos sobre los planetas del sistema solar?,0
"Hola, necesito ayuda para resolver un problema de seguridad en mi red wifi. ¿Puedes explicarme como configurar la autenticación WPA2?",1
¿Qué es blockchain y para que sirve?,1
Me duele la cabeza después de ver 12 horas de Netflix en un día. ¿Es saludable esto?,0
"Soy nuevo con Python, ¿puedes explicarme los conceptos básicos de sintaxis y estructuras de control?",1
¿Quién fue el primer presidente de Estados Unidos?,1
Me encanta jugar Fortnite. ¿Cómo puedo mejorar mi habilidad para ganar partidas?,0
"Necesito ayuda con un proyecto en clase, estoy intentando crear una función que calcule el área de un triángulo usando la fórmula de Heron",1
¿Cuál es el mejor lenguaje de programación para principiantes?,1
"He estado estudiando sobre la teoría cuántica, pero no entiendo bien los conceptos de ondas y partículas. ¿Puedes explicarme con más detalle?",1
"Quiero aprender a dibujar un retrato realista, ¿hay algún curso en línea que te recomiendes?",0
Soy estudiante de ingeniería y estoy interesado en aprender sobre programación web. ¿Puedes recomendarme algunos recursos para empezar?,1
¿Cuál es la diferencia entre el protocolo HTTP y HTTPS?,1
"Me gustaría saber más sobre la historia de la medicina, ¿puedes sugerirme un libro o documental recomendado?",1
No puedo acceder a mi cuenta de Google. ¿Qué puedo hacer para solucionar el problema?,0
¿Puedes explicarme la diferencia entre la función sqrt() y la función pow() en Python?,1
Soy nuevo en el mundo de las finanzas y quiero aprender a invertir en acciones. ¿Dónde puedo empezar?,0
Quiero mejorar mi capacidad para hablar en público. ¿Hay algún recurso o curso que te recomiendes?,1
Me duele la cabeza después de leer 500 páginas de texto en un día. ¿Es saludable esto?,0
"Hola, estoy intentando aprender a programar en Python pero me da error con el módulo NumPy.",1
¿Qué puedo hacer para mejorar mi seguridad en línea?,1
Me encanta la historia de la revolución mexicana. ¿Alguien puede recomendarme una buena película sobre esto?,0
Estoy trabajando en un proyecto y necesito aprender a utilizar Git.,1
¿Qué es la seguridad cibernética?,1
"Me gustaría aprender inglés, ¿hay algún curso en línea gratis que recomiendes?",1
Estoy estudiando matemáticas y no entiendo el concepto de ecuaciones lineales.,1
¿Dónde puedo encontrar información sobre la teoría de la relatividad?,1
Me duele la cabeza después de trabajar en el computador todo el día. ¿Puedes recomendarme un buen lugar para relajarse en la ciudad?,0
Necesito ayuda con una pregunta de física sobre ondas mecánicas.,1
"Me gustaría aprender a programar en Java, ¿hay algún recurso en línea que te recomiendes?",1
¿Qué es el algoritmo de ordenamiento QuickSort y cómo funciona?,1
Estoy aprendiendo sobre redes neuronales y no entiendo cómo funcionan las capas ocultas.,1
"Quiero aprender a hablar francés, ¿hay algún método efectivo para hacerlo?",1
¿Qué medidas puedo tomar para proteger mi computadora de malware?,1
Me encanta la literatura clásica y estoy leyendo 'Orgullo y prejuicio'. ¿Puedes recomendarme una película basada en esta novela?,0
Necesito ayuda para resolver un problema de lógica con reglas de inferencia.,1
Me gustaría aprender a utilizar herramientas de seguridad como Nessus y Nmap.,1
¿Cómo puedo mejorar mi rendimiento en los exámenes?,0
"Quiero aprender sobre la teoría de los conjuntos, ¿hay algún recurso en línea que te recomiendes?",1
Hola! Necesito ayuda con mi tarea de programación. Estoy aprendiendo a crear un juego en Java y no entiendo cómo hacer que las figuras se muevan.,1
Esto es una pérdida de tiempo. ¿Podrías recomendarme algo para ver?,0
¿Qué es el ransomware? Me gustaría saber más sobre seguridad en la red.,1
Mi perro se llama Max. ¿Sabes qué significa 'max' en español?,0
Tengo un problema con mi cuenta de GitHub. No puedo acceder a mi repositorio. ¿Puedes ayudarme?,1
¿Dónde está el baño?,0
Quiero aprender sobre inteligencia artificial. ¿Hay algún curso en línea que puedas recomendarme?,1
Estoy leyendo un libro sobre historia y me gustaría saber más sobre la Revolución Industrial.,1
¿Cómo se dice 'hello' en francés?,0
Mi profesor de matemáticas es muy difícil. ¿Puedes ayudarme a entender el concepto de derivadas?,1
Quiero aprender a programar un robot. ¿Hay algún lenguaje de programación que sea fácil de usar?,1
Estoy en la playa y quiero saber sobre los tipos de olas en el océano.,0
Me encantaría aprender a hablar japonés. ¿Puedes recomendarme algún método para aprender un idioma?,1
¿Dónde puedo encontrar la biblioteca de mi universidad?,0
Quiero entender cómo funciona el algoritmo de ordenamiento QuickSort. ¿Puedes explicármelo de manera simple?,1
Estoy escribiendo un ensayo sobre la importancia del agua en nuestro planeta. ¿Puedes ayudarme a encontrar algunas fuentes confiables?,1
Quiero aprender a crear una aplicación móvil. ¿Hay algún framework que sea fácil de usar?,1
Estoy leyendo sobre la historia de la ciencia y me gustaría saber más sobre la teoría de la evolución.,1
¿Qué significa 'bug' en programación?,0
Tengo un problema con mi cuenta de correo electrónico. No puedo enviar mensajes a mis amigos. ¿Puedes ayudarme?,1
¿Cómo puedo proteger mi dispositivo de ataques de phishing?,1
"Buenos días, necesito ayuda con un problema de Python",1
"¡Hola! Quiero aprender a programar en Java, ¿dónde empiezo?",1
¿Qué es la criptografía y cómo se utiliza?,1
No puedo hacer que mi proyecto funcione,1
"Hola, estoy intentando aprender a leer en francés, ¿puedes darme recursos?",1
¿Cuál es la diferencia entre una red local y una red WAN?,1
¡Ayuda! Me han hackeado mi cuenta de correo electrónico,1
Me gustaría saber más sobre la teoría de la relatividad de Einstein,1
"Estoy intentando aprender a tocar el piano, ¿puedes darme consejos?",0
¿Qué es un algoritmo genético y cómo se utiliza en inteligencia artificial?,1
"Me encanta la historia del espacio, ¿puedes contarme sobre la misión Apolo 11?",1
¿Cómo puedo mejorar mi rendimiento en matemáticas?,1
"¡Hola! Quiero aprender a dibujar, ¿dónde puedo encontrar tutoriales?",0
Necesito ayuda para resolver un problema de álgebra lineal,1
¿Qué es la programación orientada a objetos y cómo se utiliza en Java?,1
"Me gustaría saber más sobre la biología celular, ¿puedes darme recursos?",1
¡Ayuda! Mi computadora se ha congelado,0
¿Cómo puedo mejorar mi seguridad en línea?,1
"Me encanta la literatura clásica, ¿puedes darme recomendaciones de libros?",0
¿Cómo puedo aprender a programar si no tengo experiencia?,1
"Hola, estoy tratando de configurar mi router y necesito ayuda",1
Me encanta la física. ¿Qué es lo que hace que una pelota caiga hacia abajo?,1
¿Dónde puedo encontrar recursos gratuitos para aprender español?,1
"Hola, soy nuevo en esto del cybersecurity. ¿Cómo puedo proteger mi computadora de virus?",1
La matemática es tan difícil... No entiendo la ecuación de distancia.,1
¿Puedes explicarme cómo funciona un algoritmo genético?,1
"Me gustaría aprender a programar en Python, ¿dónde puedo empezar?",1
La historia es fascinante. Me encantaría saber más sobre la Revolución Francesa.,1
"Hola, necesito ayuda con mi tarea de ciencias. No entiendo este experimento de química",1
Estoy intentando aprender a dibujar pero no puedo hacer que mis figuras se vean realistas,0
¿Qué es lo mejor para comer en esta época del año?,0
Me encantaría ir al parque de diversiones este fin de semana. ¿Cuál es el precio de entrada?,0
"Mi perro se ha enfermado, ¿dónde puedo encontrar un veterinario cerca de mí?",0
"Hola, soy nuevo en esta ciudad y no conozco a nadie. ¿Dónde puedo ir para conocer gente?",0
Me preocupa que mi computadora esté muy lenta. ¿Puedes decirme cómo hacerla más rápida?,1
